Age (ka),d18O (permil),d18O sigma (permil)
1945,3.340205455,0.146495058
1946,3.3296175,0.149025978
1947,3.327916667,0.151269049
1948,3.339227778,0.153675236
1949,3.3666341,0.156065829
1950,3.413380909,0.15853969
1951,3.485154,0.161213753
1952,3.572916667,0.163457428
1953,3.662111111,0.164323383
1954,3.74028,0.164217564
1955,3.802059596,0.164255829
1956,3.84727,0.163907851
1957,3.87571,0.163092644
1958,3.889392424,0.162174782
1959,3.892150707,0.161359762
1960,3.886896,0.16075936
1961,3.874830303,0.159726752
1962,3.8575881,0.158158107
1963,3.838018283,0.156707865
1964,3.818758889,0.155678795
1965,3.8002008,0.154669126
1966,3.78035,0.153218782
1967,3.759688384,0.15169297
1968,3.740801,0.150425764
1969,3.723589798,0.149235247
1970,3.7063808,0.147817299
1971,3.689607273,0.146295309
1972,3.673224141,0.14507734
1973,3.6578774,0.144195505
1974,3.64504101,0.143232111
1975,3.633877576,0.14249376
1976,3.62226,0.142179087
1977,3.608249798,0.142006657
1978,3.590457,0.142200637
1979,3.568225859,0.142579525
1980,3.542193333,0.14286377
1981,3.513134,0.143164252
1982,3.481168687,0.143714855
1983,3.448508889,0.144667727
1984,3.4175985,0.145609895
1985,3.388,0.14649695
1986,3.3586302,0.147569552
1987,3.330545556,0.148803259
1988,3.305783434,0.150131932
1989,3.287904,0.151450634
1990,3.280110909,0.153209735
1991,3.286101616,0.155323487
1992,3.304535,0.157256967
1993,3.326715859,0.159370939
1994,3.3459997,0.161576342
1995,3.363116667,0.16371219
1996,3.380624545,0.165950596
1997,3.400406,0.168067248
1998,3.424647879,0.17035922
1999,3.457123636,0.17294163
2000,3.5019925,0.175469293
2001,3.559493333,0.177751569
2002,3.621375758,0.179086709
2003,3.6782563,0.179200436
2004,3.729178182,0.178847662
2005,3.7723342,0.178475748
2006,3.803538081,0.177913655
2007,3.818841313,0.177342014
2008,3.817388,0.176515914
2009,3.806112727,0.175365006
2010,3.790657172,0.17415855
2011,3.770587,0.172911395
2012,3.745680505,0.171714702
2013,3.7203042,0.170399686
2014,3.695137273,0.168872017
2015,3.669698485,0.167282003
2016,3.644901,0.16566368
2017,3.620168788,0.164172795
2018,3.598063333,0.162768861
2019,3.5805066,0.161348734
2020,3.566381414,0.159759419
2021,3.551008,0.15827799
2022,3.529041616,0.157286303
2023,3.495102424,0.156468323
2024,3.451467,0.15536468
2025,3.404388182,0.153698581
2026,3.360564848,0.151915882
2027,3.3263784,0.150608967
2028,3.299864545,0.149412045
2029,3.279821,0.148545165
2030,3.267262929,0.148068393
2031,3.264512626,0.14787634
2032,3.2708,0.147890388
2033,3.281369697,0.148069582
2034,3.294850505,0.148269173
2035,3.3106379,0.14848698
2036,3.33398,0.149042879
2037,3.3652966,0.149713584
2038,3.401630606,0.150213608
2039,3.439384242,0.150468153
2040,3.477136,0.150885502
2041,3.51368202,0.151623255
2042,3.548510909,0.152129697
2043,3.579566,0.152573868
2044,3.606762424,0.153216203
2045,3.632246364,0.153960317
2046,3.6543332,0.154443419
2047,3.672788182,0.155252921
2048,3.687353,0.156138436
2049,3.697924242,0.156981105
2050,3.703576566,0.158031024
2051,3.7024278,0.159294208
2052,3.697994545,0.16093563
2053,3.689624444,0.162593766
2054,3.6773648,0.164039146
2055,3.662071616,0.165298728
2056,3.643878,0.166767222
2057,3.621957273,0.168177696
2058,3.59724596,0.169618027
2059,3.5735104,0.17106697
2060,3.55467899,0.172448582
2061,3.542361515,0.17354209
2062,3.5342428,0.174272565
2063,3.530598687,0.175162364
2064,3.531076,0.176230745
2065,3.536061515,0.177399937
2066,3.548061515,0.178584667
2067,3.5710213,0.179387048
2068,3.602103535,0.179669376
2069,3.639217677,0.17899551
2070,3.6767348,0.178269044
2071,3.71413,0.177273996
2072,3.75078,0.17594563
2073,3.78942101,0.174584708
2074,3.833692,0.173529818
2075,3.886410101,0.17254584
2076,3.944800606,0.170462944
2077,3.999228,0.167763975
2078,4.04711899,0.165193721
2079,4.0872375,0.162692024
2080,4.120176566,0.16037918
2081,4.144522424,0.158302914
2082,4.1555198,0.156623449
2083,4.151749899,0.155535602
2084,4.135148687,0.154955686
2085,4.1098148,0.154969943
2086,4.082234545,0.154459911
2087,4.051716364,0.154067586
2088,4.0224217,0.154040242
2089,3.996368889,0.154418566
2090,3.97507,0.154964807
2091,3.961097273,0.155338545
2092,3.952607879,0.155685714
2093,3.942002,0.156741881
2094,3.926718384,0.158265897
2095,3.906987576,0.159405127
2096,3.8816316,0.159757033
2097,3.852169798,0.159904206
2098,3.8214885,0.159542898
2099,3.790670808,0.159399287
2100,3.76091,0.159638525
2101,3.7333572,0.159928236
2102,3.707438485,0.160057689
2103,3.682616263,0.160018842
2104,3.6592975,0.160204157
2105,3.63846697,0.160632262
2106,3.6204448,0.161223068
2107,3.606838889,0.162000567
2108,3.593285354,0.162860253
2109,3.57933,0.16383039
2110,3.565915152,0.164652075
2111,3.554942929,0.165267541
2112,3.5490554,0.165959686
2113,3.546574949,0.16674875
2114,3.5468011,0.167559557
2115,3.548668182,0.168536262
2116,3.549556263,0.169555509
2117,3.5476515,0.170364216
2118,3.544263232,0.171150096
2119,3.541752121,0.172209615
2120,3.539129,0.17372834
2121,3.534418081,0.175369679
2122,3.5280276,0.176822447
2123,3.520146061,0.178528838
2124,3.51245,0.18065394
2125,3.5140916,0.182357277
2126,3.52931,0.183733903
2127,3.553650909,0.184760321
2128,3.585206,0.185331814
2129,3.619873636,0.185706031
2130,3.652824949,0.184909889
2131,3.6696768,0.18341902
2132,3.664899697,0.18207005
2133,3.6379548,0.181032543
2134,3.584735455,0.180553362
2135,3.514826364,0.179855154
2136,3.4404458,0.178774894
2137,3.371436768,0.177823982
2138,3.318001818,0.176990304
2139,3.283529,0.176289429
2140,3.261591717,0.175563282
2141,3.2482192,0.174940476
2142,3.2436,0.174571111
2143,3.250272727,0.174576298
2144,3.2690516,0.174824652
2145,3.299972323,0.174883676
2146,3.343922727,0.17452947
2147,3.3997924,0.174117375
2148,3.47075697,0.174004925
2149,3.5611632,0.174154966
2150,3.668429394,0.173360471
2151,3.782469798,0.171171911
2152,3.8903555,0.168356512
2153,3.985245152,0.165238793
2154,4.060139697,0.162404081
2155,4.1130177,0.159933605
2156,4.147289798,0.157631704
2157,4.1609238,0.155410024
2158,4.153296364,0.153110043
2159,4.128871111,0.15089493
2160,4.0967536,0.148932364
2161,4.062287273,0.146911288
2162,4.028580606,0.144895682
2163,3.9977172,0.142858399
2164,3.965323232,0.140845209
2165,3.9276418,0.138762913
2166,3.884956263,0.13668757
2167,3.840057273,0.134195291
2168,3.7978526,0.131333445
2169,3.762427475,0.128616483
2170,3.734791515,0.126019765
2171,3.7118608,0.123597169
2172,3.691924545,0.121495069
2173,3.671684141,0.119857032
2174,3.6433315,0.118758948
2175,3.604441111,0.117733268
2176,3.560574,0.116653555
2177,3.515663333,0.115421608
2178,3.471912323,0.114522882
2179,3.430308,0.114064285
2180,3.396194949,0.113943237
2181,3.369980303,0.113772427
2182,3.354539,0.11378164
2183,3.349747273,0.114238622
2184,3.353551,0.115029094
2185,3.364055152,0.116232145
2186,3.381332727,0.117369546
2187,3.4039232,0.118212404
2188,3.43068202,0.119546282
2189,3.458490505,0.120506185
2190,3.4868375,0.121172132
2191,3.515379091,0.122355306
2192,3.5432592,0.123531262
2193,3.57346,0.124809243
2194,3.606272222,0.1260244
2195,3.6371192,0.127001881
2196,3.661910606,0.12812032
2197,3.682623939,0.129590912
2198,3.70475,0.13084458
2199,3.726508283,0.13173447
2200,3.7437463,0.132589427
2201,3.758930909,0.133305815
2202,3.768958586,0.133999224
2203,3.7728538,0.134615776
2204,3.770791313,0.135346354
2205,3.76358,0.136443729
2206,3.7466975,0.137759039
2207,3.719245657,0.1391112
2208,3.6853036,0.140369294
2209,3.648593939,0.141260404
2210,3.612503939,0.14179195
2211,3.5792908,0.142278948
2212,3.549838889,0.142511352
2213,3.526566566,0.142496669
2214,3.511476,0.142815276
2215,3.50165,0.143035697
2216,3.494191818,0.142899767
2217,3.4862408,0.143262737
2218,3.477970505,0.143505554
2219,3.4687224,0.143959069
2220,3.45722,0.144791052
2221,3.442742828,0.145169563
2222,3.4254135,0.145738211
2223,3.405837475,0.146816033
2224,3.384977273,0.148114954
2225,3.3672295,0.149388126
2226,3.354726869,0.151080798
2227,3.3472476,0.153026857
2228,3.34357596,0.155157315
2229,3.34237,0.157523767
2230,3.34247,0.160281029
2231,3.343991212,0.163653074
2232,3.3471792,0.167232088
2233,3.353754646,0.170414128
2234,3.3661432,0.173499671
2235,3.38383697,0.177013767
2236,3.410313333,0.180884052
2237,3.4513935,0.184970154
2238,3.507334848,0.189021963
2239,3.576129394,0.19231448
2240,3.6458609,0.194672571
2241,3.707100808,0.196770567
2242,3.7590272,0.198200402
2243,3.798897071,0.199523704
2244,3.82361,0.201203349
2245,3.835617,0.202649848
2246,3.834785051,0.203970565
2247,3.825436667,0.204973709
2248,3.8120708,0.205479554
2249,3.792085152,0.205907686
2250,3.765318586,0.206289143
2251,3.7330394,0.206507925
2252,3.69603202,0.206701456
2253,3.6539945,0.206825258
2254,3.606694848,0.206939047
2255,3.548302525,0.206954541
2256,3.4822896,0.206894164
2257,3.413165354,0.205859098
2258,3.351197273,0.203741198
2259,3.3015261,0.201708772
2260,3.261462929,0.200244611
2261,3.230878,0.198767498
2262,3.209994848,0.196682027
2263,3.19688697,0.194671555
2264,3.1915354,0.192869738
2265,3.195946667,0.190978038
2266,3.208493737,0.189162009
2267,3.2280072,0.187632161
2268,3.25287303,0.185863641
2269,3.2789625,0.183971842
2270,3.305751111,0.182410152
2271,3.333442424,0.181138185
2272,3.3636038,0.179988082
2273,3.40207,0.179105879
2274,3.452838889,0.178524368
2275,3.5112501,0.178103482
2276,3.570690202,0.177512939
2277,3.62894,0.176750367
2278,3.685451818,0.175944371
2279,3.739100808,0.174923359
2280,3.784828,0.173718644
2281,3.819930404,0.172434512
2282,3.845316667,0.171287372
2283,3.8607424,0.170305828
2284,3.866583131,0.169207513
2285,3.8665105,0.168167805
2286,3.866035859,0.167289996
2287,3.863293636,0.166208067
2288,3.858254,0.165200715
2289,3.850190404,0.164371794
2290,3.828257475,0.163303505
2291,3.7930315,0.162144462
2292,3.751517273,0.161042233
2293,3.703759697,0.159980033
2294,3.650042,0.158792493
2295,3.592729293,0.157688766
2296,3.5348974,0.156308663
2297,3.478387576,0.154607062
2298,3.428676768,0.15291944
2299,3.3902804,0.151305236
2300,3.358176667,0.149723038
2301,3.330991818,0.148330525
2302,3.3113378,0.14698822
2303,3.299802424,0.145541229
2304,3.2971022,0.144188016
2305,3.300257677,0.142909517
2306,3.30803303,0.14161337
2307,3.3219205,0.140454174
2308,3.342649293,0.139472764
2309,3.370371515,0.138645647
2310,3.4059417,0.138014078
2311,3.449494242,0.137417776
2312,3.4943316,0.13687453
2313,3.534839899,0.136674973
2314,3.569961414,0.13665459
2315,3.5964126,0.13645559
2316,3.614713636,0.136531591
2317,3.627638889,0.137154802
2318,3.6357004,0.138333826
2319,3.640221515,0.139970583
2320,3.641321,0.141856632
2321,3.637634545,0.143868558
2322,3.630792929,0.146016745
2323,3.6225516,0.148142427
2324,3.611355556,0.150626039
2325,3.599545455,0.153299929
2326,3.5910964,0.15580869
2327,3.583949697,0.158303554
2328,3.5787282,0.160724517
2329,3.576222929,0.162725044
2330,3.573064545,0.164129287
2331,3.5665412,0.165434966
2332,3.555111414,0.16691433
2333,3.537603838,0.168246302
2334,3.5125718,0.169323215
2335,3.47845,0.170218144
2336,3.436352525,0.170902762
2337,3.3929136,0.171192662
2338,3.35232404,0.171170198
2339,3.3153673,0.171466978
2340,3.282765455,0.17232
2341,3.255679596,0.173268267
2342,3.2352021,0.174160919
2343,3.220165354,0.175180055
2344,3.209782727,0.176473611
2345,3.2051227,0.178053997
2346,3.208063232,0.179828298
2347,3.2231566,0.181916036
2348,3.256334242,0.184392504
2349,3.309076667,0.186908895
2350,3.3751324,0.188952092
2351,3.447010202,0.190146812
2352,3.517343333,0.19062857
2353,3.5807838,0.190665515
2354,3.635660606,0.190372977
2355,3.6794544,0.189957953
2356,3.715462828,0.189685886
2357,3.74517596,0.189489809
2358,3.7658666,0.188713233
2359,3.776183636,0.187478301
2360,3.774880404,0.186104522
2361,3.7647716,0.184989334
2362,3.750235859,0.183981138
2363,3.7340172,0.18261842
2364,3.719986364,0.181084857
2365,3.710265657,0.179353083
2366,3.7039088,0.177566002
2367,3.700491313,0.175874586
2368,3.699045455,0.174491796
2369,3.694984,0.173482615
2370,3.686005556,0.17287822
2371,3.6706744,0.172442746
2372,3.648152323,0.172095159
2373,3.619547273,0.172112077
2374,3.5878091,0.172613109
2375,3.553236263,0.173556513
2376,3.514997475,0.174829329
2377,3.4723193,0.176323351
2378,3.425139697,0.177943646
2379,3.378375859,0.179498034
2380,3.3364535,0.181129582
2381,3.301532626,0.1831715
2382,3.2768028,0.185448251
2383,3.259936667,0.187675301
2384,3.247437475,0.189866194
2385,3.2382622,0.192339247
2386,3.235100404,0.194744503
2387,3.23866,0.196963824
2388,3.24867,0.19914349
2389,3.267931,0.20109624
2390,3.294097172,0.202842411
2391,3.326917576,0.20445091
2392,3.3647916,0.205460732
2393,3.402381818,0.206328922
2394,3.435670303,0.206388369
2395,3.466101,0.206061256
2396,3.489960505,0.205717579
2397,3.5066484,0.205501717
2398,3.518023333,0.204156114
2399,3.525058182,0.202737193
2400,3.5295376,0.201176773
2401,3.533199192,0.199619162
2402,3.536163636,0.198161625
2403,3.538603,0.196432508
2404,3.538283535,0.194481548
2405,3.5344718,0.192410307
2406,3.527236667,0.189865467
2407,3.514230606,0.186647255
2408,3.4947326,0.183403558
2409,3.470579293,0.180565614
2410,3.44489,0.17797776
2411,3.4168855,0.175268302
2412,3.389308485,0.172971689
2413,3.3647304,0.170233598
2414,3.342484545,0.166883289
2415,3.320896566,0.16387521
2416,3.3015262,0.161401607
2417,3.285888182,0.159306729
2418,3.274509697,0.157633321
2419,3.267398,0.156531793
2420,3.265747172,0.15601342
2421,3.269588788,0.156036086
2422,3.2798802,0.15681413
2423,3.297962222,0.158305447
2424,3.3236444,0.160222481
2425,3.356260909,0.162599438
2426,3.393322727,0.165407
2427,3.4303975,0.168341605
2428,3.468687475,0.171138586
2429,3.512012121,0.17416123
2430,3.5673576,0.177484188
2431,3.643769091,0.180754885
2432,3.740956,0.183153802
2433,3.844442626,0.184222831
2434,3.937855253,0.184338979
2435,4.010468,0.183632427
2436,4.060662727,0.182749062
2437,4.090555152,0.181750853
2438,4.104552,0.180389767
2439,4.107812323,0.179148594
2440,4.1004479,0.178044002
2441,4.086213333,0.176634033
2442,4.067217778,0.175121497
2443,4.045527,0.17421193
2444,4.022187273,0.173361239
2445,3.998216364,0.172413427
2446,3.9735307,0.171570135
2447,3.945748384,0.170904394
2448,3.9080052,0.170332059
2449,3.861634646,0.169781456
2450,3.816682121,0.169103629
2451,3.776766,0.168493511
2452,3.73861202,0.167708707
2453,3.697096061,0.167171937
2454,3.6516908,0.166549673
2455,3.603188182,0.165549403
2456,3.5511349,0.164469636
2457,3.497119394,0.163031962
2458,3.443891111,0.161407844
2459,3.3923285,0.159890332
2460,3.34536,0.158225183
2461,3.308877172,0.156700183
2462,3.281539,0.155620169
2463,3.262329899,0.154951412
2464,3.251738788,0.15467905
2465,3.2472074,0.155271069
2466,3.246092121,0.156680476
2467,3.24835,0.158469375
2468,3.25421899,0.160643211
2469,3.267565152,0.163356089
2470,3.2904296,0.166512751
2471,3.323051515,0.169751316
2472,3.368569596,0.172768297
2473,3.4251012,0.175509313
2474,3.487400909,0.178139525
2475,3.55097,0.180432213
2476,3.611971111,0.182390348
2477,3.667230505,0.184389666
2478,3.7163018,0.186024831
2479,3.762925152,0.187187994
2480,3.810597071,0.18829175
2481,3.8596555,0.189346396
2482,3.907892424,0.190212414
2483,3.952848,0.190883101
2484,3.990967879,0.19116163
2485,4.017271515,0.191098028
2486,4.0272488,0.190961541
2487,4.016743838,0.190894893
2488,3.985329091,0.190662447
2489,3.9391432,0.189732097
2490,3.883482727,0.188261524
2491,3.8226925,0.186709043
2492,3.759600404,0.185120132
2493,3.695946667,0.183376016
2494,3.6339795,0.181334493
2495,3.574134646,0.179238787
2496,3.516800909,0.177307218
2497,3.4628956,0.175284185
2498,3.413949697,0.173150477
2499,3.372767,0.170920412
2500,3.341448586,0.168894677
2501,3.324219293,0.167279526
2502,3.3203404,0.165904154
2503,3.326169091,0.164866988
2504,3.340758384,0.164113291
2505,3.364289,0.163695413
2506,3.395841111,0.163283446
2507,3.431002727,0.163059097
2508,3.4667248,0.162677916
2509,3.503105253,0.162135294
2510,3.5447532,0.161845631
2511,3.596656667,0.161600498
2512,3.664597273,0.161313171
2513,3.7572459,0.16041196
2514,3.868281111,0.158136704
2515,3.970580101,0.155199495
2516,4.046383,0.152286371
2517,4.095437273,0.149381576
2518,4.1265186,0.146335217
2519,4.151230303,0.14377966
2520,4.161587879,0.141659579
2521,4.146714,0.140789666
2522,4.109354242,0.139727992
2523,4.077523939,0.138433861
2524,4.0666766,0.137799853
2525,4.062620404,0.137325847
2526,4.0503902,0.137761918
2527,4.02820697,0.138799412
2528,3.994207778,0.140059202
2529,3.9504647,0.141577395
2530,3.896293333,0.143189196
2531,3.841296364,0.144088509
2532,3.7915871,0.144518349
2533,3.749647778,0.144849423
2534,3.7139476,0.14555821
2535,3.668698485,0.146302614
2536,3.606447879,0.146284886
2537,3.536323,0.145081335
2538,3.466964141,0.142583192
2539,3.411547475,0.14026927
2540,3.3612928,0.138720049
2541,3.305917879,0.137532652
2542,3.2480191,0.135491771
2543,3.190157172,0.13349668
2544,3.142712323,0.132749718
2545,3.109273,0.132338083
2546,3.09677,0.131912513
2547,3.1062148,0.132033469
2548,3.124782626,0.13236286
2549,3.152074949,0.132360322
2550,3.1807856,0.132208041
2551,3.208257576,0.132294882
2552,3.2341712,0.132423833
2553,3.260075152,0.13255373
2554,3.28910697,0.132529736
2555,3.3211058,0.132371454
2556,3.354080606,0.132280973
2557,3.387444848,0.132318497
2558,3.4159664,0.132360902
2559,3.436110505,0.132267275
2560,3.4512768,0.132432529
2561,3.466657273,0.132600679
2562,3.480394646,0.13269929
2563,3.4917808,0.132811497
2564,3.500627778,0.133133044
2565,3.505756667,0.133775529
2566,3.5094844,0.134445981
2567,3.513526465,0.134979205
2568,3.5115304,0.135370991
2569,3.506216364,0.135618843
2570,3.496016364,0.136075326
2571,3.4811272,0.136530877
2572,3.463594646,0.136792399
2573,3.444770303,0.136798846
2574,3.4242818,0.136473085
2575,3.400802727,0.136245571
2576,3.3750457,0.136558443
2577,3.349492222,0.136593949
2578,3.326235657,0.136035124
2579,3.3054717,0.13523131
2580,3.286228485,0.13457683
2581,3.266337778,0.13422985
2582,3.2436791,0.134150193
2583,3.218823939,0.134255307
2584,3.1955932,0.134377086
2585,3.179463333,0.13457752
2586,3.170190606,0.135155391
2587,3.1668104,0.136223371
2588,3.16874899,0.137787866
2589,3.175696364,0.13983902
2590,3.1866368,0.142264897
2591,3.201095758,0.144985485
2592,3.218267879,0.147504638
2593,3.241001,0.150224537
2594,3.267883333,0.153316164
2595,3.297257,0.156793577
2596,3.328610505,0.160428684
2597,3.363031515,0.163805645
2598,3.4026328,0.166623022
2599,3.44611,0.168818626
2600,3.489475657,0.170434879
2601,3.5301325,0.171475409
2602,3.567702424,0.172279848
2603,3.6040752,0.172895988
2604,3.640952727,0.172927639
2605,3.676893535,0.172559071
2606,3.7097878,0.171925561
2607,3.738090606,0.171021061
2608,3.758721818,0.16974283
2609,3.769836,0.168263777
2610,3.771052727,0.166748612
2611,3.76247,0.165274359
2612,3.745653838,0.163918018
2613,3.723601515,0.162532146
2614,3.6987566,0.16093626
2615,3.672322828,0.159149933
2616,3.645484444,0.157359102
2617,3.6173365,0.15592836
2618,3.587182727,0.154740214
2619,3.5554228,0.153447049
2620,3.523017677,0.152170457
2621,3.491433636,0.151178917
2622,3.461774,0.150468091
2623,3.433080303,0.149736177
2624,3.405719899,0.148864035
2625,3.38032,0.148139205
2626,3.35360697,0.147632872
2627,3.3243869,0.147092195
2628,3.294629394,0.14675423
2629,3.267464545,0.146692264
2630,3.2457247,0.146532197
2631,3.22937,0.146147416
2632,3.217895455,0.145624614
2633,3.211456,0.145271873
2634,3.211825556,0.145210951
2635,3.219953636,0.145062987
2636,3.2334584,0.145059368
2637,3.252661212,0.145356063
2638,3.2774886,0.145650573
2639,3.306459091,0.145508981
2640,3.337447071,0.145160626
2641,3.366104,0.145093572
2642,3.39208,0.14482937
2643,3.417154545,0.144246387
2644,3.4428516,0.143748444
2645,3.472070101,0.143414184
2646,3.5060736,0.143292946
2647,3.542962727,0.143277686
2648,3.578146566,0.143482843
2649,3.6079105,0.143751315
2650,3.634026667,0.144155592
2651,3.6587,0.145085907
2652,3.6813695,0.146116204
2653,3.701952929,0.147164359
2654,3.7170032,0.148426176
2655,3.722838384,0.14980317
2656,3.716523939,0.151268122
2657,3.696336,0.15289424
2658,3.662678687,0.154751606
2659,3.617697172,0.156633256
2660,3.5637096,0.157976018
2661,3.502812727,0.158859028
2662,3.4421411,0.159612907
2663,3.402334545,0.159829939
2664,3.371697576,0.15982484
2665,3.3466475,0.159734684
2666,3.3243,0.159543216
2667,3.303743232,0.159237995
2668,3.2827036,0.158720051
2669,3.260642222,0.158044608
2670,3.2387126,0.157076838
2671,3.216876061,0.155966576
2672,3.197575253,0.154559475
2673,3.179834,0.153106765
2674,3.164459293,0.15169968
2675,3.151944545,0.150245239
2676,3.1429922,0.148717514
2677,3.135884242,0.147285507
2678,3.129748384,0.145947129
2679,3.1259172,0.144666783
2680,3.122960303,0.143398971
2681,3.122802,0.142415534
2682,3.123330808,0.141549383
2683,3.124634848,0.140955998
2684,3.126734,0.140412115
2685,3.129911212,0.13986761
2686,3.133385556,0.139540717
2687,3.1369562,0.139381247
2688,3.141170707,0.139543126
2689,3.145569,0.139814084
2690,3.151146364,0.140428999
2691,3.157046465,0.141139135
2692,3.1636472,0.142072975
2693,3.17122404,0.143124041
2694,3.18017697,0.144318718
2695,3.1893586,0.145774961
2696,3.198778283,0.147440557
2697,3.207895,0.149056643
2698,3.217005556,0.150672815
2699,3.228143333,0.152226476
2700,3.2396641,0.153814843
